"nomen","nomjour","nomgr","qte_nette"
115074,"vendredi","vin",480
115074,"jeudi","vin",600
115074,"dimanche","vin",720
115074,"mercredi","vin",600
115074,"lundi","vin",720
115074,"mardi","vin",840
115074,"samedi","vin",660
115075,"vendredi","cocktail",250
115075,"dimanche","spirit",100
115075,"samedi","vin",150
115075,"samedi","spirit",50
115075,"dimanche","vin",150
115075,"dimanche","cocktail",250
115075,"mercredi","cocktail",250
115087,"vendredi","vin",450
115087,"jeudi","cocktail",120
115087,"jeudi","vin",500
115087,"dimanche","vin",350
115087,"mardi","vin",400
115087,"mercredi","vin",480
115087,"lundi","vin",400
115087,"lundi","cocktail",120
115087,"samedi","cocktail",100
115087,"mardi","cocktail",120
115087,"dimanche","cocktail",240
115087,"samedi","vin",400
115089,"mardi","vin",350
115089,"samedi","vin",500
115089,"lundi","vin",350
115089,"vendredi","biere",250
115089,"lundi","biere",250
115089,"mercredi","vin",500
115089,"dimanche","biere",250
115089,"vendredi","vin",500
115089,"dimanche","vin",500
115089,"jeudi","biere",250
115089,"mardi","biere",500
115089,"dimanche","cocktail",250
115089,"mercredi","biere",250
115089,"samedi","biere",500
115089,"vendredi","cocktail",200
115091,"jeudi","biere",150
115097,"lundi","vin",150
115097,"dimanche","vin",300
115101,"samedi","vin",240
115101,"lundi","vin",270
115101,"samedi","spirit",4
115101,"dimanche","vin",420
115101,"jeudi","vin",350
115101,"mercredi","vin",350
115101,"vendredi","vin",240
115101,"mardi","vin",300
115110,"jeudi","vin",150
115110,"dimanche","vin",360
115110,"lundi","vin",120
115110,"samedi","vin",120
115110,"vendredi","vin",152.5
115110,"mercredi","vin",99.6
115110,"mardi","vin",122.5
115116,"vendredi","vin",600
115116,"mardi","vin",600
115116,"dimanche","vin",600
115116,"mardi","biere",750
115116,"lundi","biere",750
115116,"samedi","biere",750
115116,"jeudi","biere",750
115116,"vendredi","biere",750
115116,"lundi","vin",600
115116,"mercredi","biere",750
115116,"jeudi","vin",700
115116,"samedi","vin",600
115116,"dimanche","biere",1000
115116,"mercredi","vin",600
115117,"dimanche","biere",500
115118,"jeudi","vin",120
115118,"dimanche","vin",240
115118,"samedi","vin",450
115118,"vendredi","vin",150
115118,"mercredi","vin",120
115130,"mercredi","vin",50
115130,"samedi","vin",50
115130,"lundi","vin",50
115130,"vendredi","vin",50
115130,"jeudi","vin",220
115133,"dimanche","spirit",35
115141,"vendredi","vin",150
115141,"mercredi","spirit",50
115141,"dimanche","spirit",120
115141,"mercredi","vin",450
115141,"jeudi","vin",300
115141,"vendredi","cocktail",200
115149,"jeudi","biere",250
115149,"lundi","vin",100
115156,"dimanche","cocktail",200
115156,"lundi","spirit",12
115168,"dimanche","vin",200
115168,"vendredi","vin",400
115168,"mercredi","vin",600
115168,"jeudi","vin",600
115168,"lundi","vin",400
115168,"samedi","cocktail",240
115168,"samedi","vin",950
115168,"mardi","vin",400
115170,"mercredi","cidre",240
115170,"dimanche","spirit",50
115170,"mardi","cidre",240
115170,"samedi","cidre",180
115170,"vendredi","cidre",120
115170,"dimanche","cidre",240
115176,"mardi","cidre",100
115176,"jeudi","biere",500
115176,"samedi","vin",250
115176,"mercredi","biere",250
115176,"mardi","spirit",80
115176,"vendredi","vin",100
115176,"mardi","vin",450
115176,"lundi","vin",270
115183,"samedi","vin",200
115183,"samedi","biere",250
115183,"dimanche","vin",200
115196,"jeudi","spirit",80
115196,"jeudi","vin",300
115198,"samedi","biere",250
115198,"samedi","vin",50
115198,"jeudi","vin",150
115198,"mardi","cocktail",120
115198,"dimanche","vin",50
115198,"mercredi","vin",100
115198,"mardi","vin",100
115198,"lundi","vin",50
115198,"vendredi","spirit",40
115198,"vendredi","vin",150
115218,"lundi","cocktail",250
115218,"vendredi","vin",270
115218,"jeudi","spirit",50
115218,"vendredi","spirit",120
115221,"lundi","biere",250
115225,"samedi","vin",400
115225,"jeudi","vin",200
115225,"samedi","cocktail",150
115225,"dimanche","vin",600
115225,"dimanche","cocktail",120
115225,"mercredi","vin",600
115225,"vendredi","vin",400
115225,"jeudi","spirit",300
115225,"mardi","vin",800
115225,"dimanche","spirit",40
115225,"lundi","vin",400
115229,"jeudi","vin",270
115229,"samedi","spirit",40
115229,"samedi","vin",300
115229,"samedi","biere",250
115229,"jeudi","biere",250
115229,"vendredi","spirit",40
115229,"vendredi","vin",300
115229,"mardi","biere",250
115229,"mercredi","vin",300
115229,"lundi","vin",300
115229,"dimanche","vin",300
115229,"mardi","vin",300
115230,"mercredi","biere",250
115230,"jeudi","spirit",40
115230,"jeudi","vin",25
115233,"samedi","biere",120
115234,"jeudi","vin",200
115234,"jeudi","biere",330
115234,"dimanche","biere",250
115234,"vendredi","biere",330
115234,"mercredi","vin",100
115234,"dimanche","vin",300
115234,"mercredi","biere",330
115234,"samedi","vin",100
115234,"vendredi","vin",100
115240,"vendredi","vin",100
115240,"mardi","cocktail",100
115241,"mardi","vin",150
115241,"jeudi","vin",300
115241,"lundi","vin",350
115241,"vendredi","vin",200
115241,"samedi","vin",500
115241,"mercredi","vin",300
115241,"dimanche","vin",300
115247,"samedi","spirit",140
115247,"vendredi","vin",320
115247,"samedi","vin",420
115257,"samedi","vin",450
115271,"dimanche","vin",125
115273,"dimanche","vin",100
115273,"mercredi","vin",220
115273,"lundi","spirit",50
115273,"lundi","vin",200
115273,"mardi","vin",100
115275,"jeudi","vin",60
115275,"mercredi","vin",120
115275,"lundi","vin",120
115275,"dimanche","vin",120
115275,"mardi","vin",120
115284,"dimanche","cocktail",240
115284,"vendredi","vin",300
115284,"vendredi","biere",500
115284,"mercredi","biere",250
115284,"jeudi","cocktail",240
115284,"samedi","biere",500
115284,"mardi","vin",300
115284,"lundi","biere",500
115284,"samedi","vin",300
115284,"dimanche","vin",600
115284,"mardi","biere",250
115284,"mardi","cocktail",240
115284,"dimanche","biere",250
115284,"jeudi","biere",250
115284,"lundi","vin",300
115284,"mercredi","vin",300
115284,"samedi","cocktail",240
115284,"jeudi","vin",300
115296,"jeudi","vin",100
115296,"dimanche","vin",300
115296,"lundi","vin",250
115296,"samedi","cocktail",50
115296,"samedi","vin",200
115296,"mercredi","vin",200
115296,"lundi","spirit",40
115296,"vendredi","vin",200
115296,"mardi","vin",200
115297,"lundi","vin",100
115299,"vendredi","vin",50
115299,"lundi","spirit",50
115299,"dimanche","spirit",50
115310,"samedi","biere",250
115310,"jeudi","vin",400
115310,"vendredi","biere",250
115310,"mercredi","spirit",40
115310,"dimanche","vin",300
115310,"jeudi","biere",500
115310,"samedi","vin",600
115310,"samedi","cocktail",120
115310,"dimanche","biere",500
115310,"mercredi","biere",250
115312,"dimanche","spirit",45
115312,"lundi","cocktail",100
115312,"dimanche","cidre",420
115314,"vendredi","vin",90
115314,"samedi","vin",60
115314,"mercredi","vin",60
115314,"lundi","vin",60
115314,"dimanche","vin",60
115314,"mardi","vin",60
115314,"jeudi","vin",60
115325,"mercredi","vin",120
115326,"samedi","vin",100
115327,"lundi","vin",100
115327,"mercredi","vin",125
115327,"mardi","vin",100
115327,"lundi","biere",200
115327,"jeudi","vin",180
115327,"vendredi","vin",150
115327,"samedi","vin",75
115327,"dimanche","vin",150
115329,"vendredi","vin",480
115329,"jeudi","cocktail",660
115329,"lundi","vin",200
115329,"dimanche","cocktail",840
115329,"mardi","cocktail",660
115329,"vendredi","cocktail",300
115329,"dimanche","biere",250
115329,"mercredi","cocktail",900
115329,"samedi","cocktail",600
115329,"lundi","cocktail",240
115332,"dimanche","vin",120
115332,"samedi","vin",240
115332,"jeudi","vin",120
115332,"vendredi","vin",120
115332,"mercredi","vin",120
115332,"mardi","vin",120
115332,"lundi","vin",120
115343,"jeudi","vin",200
115343,"mercredi","vin",45
115343,"dimanche","vin",300
115343,"mardi","vin",200
115343,"samedi","vin",100
115343,"lundi","vin",37.5
115358,"mercredi","vin",200
115358,"dimanche","vin",300
115358,"samedi","vin",450
115358,"vendredi","vin",450
115365,"samedi","spirit",40
115366,"dimanche","vin",200
115366,"mardi","vin",300
115366,"jeudi","vin",300
115366,"dimanche","spirit",40
115366,"lundi","vin",400
115366,"lundi","spirit",40
115366,"samedi","vin",400
115366,"samedi","spirit",80
115366,"vendredi","vin",300
115366,"mercredi","vin",200
115378,"samedi","vin",200
115378,"lundi","vin",150
115378,"dimanche","vin",100
115378,"lundi","spirit",45
115378,"vendredi","vin",100
115378,"jeudi","spirit",45
115380,"vendredi","vin",120
115380,"dimanche","vin",12
115395,"dimanche","vin",100
115395,"samedi","vin",12
115406,"dimanche","spirit",80
115406,"jeudi","vin",300
115406,"mardi","vin",240
115406,"samedi","vin",120
115406,"samedi","cocktail",250
115406,"vendredi","cocktail",250
115406,"jeudi","spirit",50
115409,"lundi","vin",200
115409,"samedi","vin",250
115409,"vendredi","vin",200
115409,"dimanche","vin",200
115416,"jeudi","vin",150
115416,"samedi","vin",150
115416,"mercredi","vin",120
115416,"samedi","cocktail",100
115416,"jeudi","spirit",45
115417,"dimanche","biere",330
115417,"vendredi","spirit",40
115417,"mardi","biere",330
115417,"jeudi","spirit",120
115417,"samedi","spirit",80
115417,"lundi","spirit",120
115420,"samedi","vin",200
115420,"dimanche","vin",500
115430,"samedi","cocktail",100
115430,"vendredi","vin",240
115430,"samedi","vin",240
115430,"mercredi","vin",400
115430,"dimanche","spirit",80
115430,"dimanche","vin",480
115431,"vendredi","vin",300
115431,"jeudi","vin",420
115434,"dimanche","vin",300
115440,"mercredi","vin",60
115440,"dimanche","vin",110
115440,"lundi","vin",60
115440,"mardi","vin",60
115451,"vendredi","vin",200
115453,"dimanche","vin",375
115455,"vendredi","spirit",45
115455,"dimanche","cidre",150
115455,"samedi","spirit",50
115455,"vendredi","vin",100
115458,"samedi","biere",330
115462,"jeudi","vin",360
115462,"vendredi","vin",240
115462,"mardi","vin",240
115462,"samedi","vin",240
115462,"mercredi","vin",360
115462,"dimanche","vin",240
115462,"lundi","vin",240
115465,"mardi","vin",240
115465,"mercredi","vin",300
115465,"lundi","vin",300
115465,"samedi","vin",150
115465,"jeudi","vin",600
115465,"dimanche","vin",300
115473,"samedi","vin",240
115473,"mercredi","vin",240
115473,"lundi","vin",240
115473,"mardi","vin",240
115473,"dimanche","vin",240
115473,"dimanche","spirit",50
115473,"jeudi","vin",300
115473,"vendredi","vin",300
115479,"samedi","vin",60
115485,"dimanche","vin",1000
115485,"dimanche","cocktail",720
115485,"samedi","cocktail",240
115486,"mardi","biere",250
115486,"mercredi","cidre",240
115486,"jeudi","vin",150
115486,"jeudi","biere",250
115486,"dimanche","vin",300
115486,"samedi","vin",100
115486,"vendredi","vin",100
115486,"vendredi","spirit",40
115486,"mercredi","vin",200
115486,"mardi","vin",150
115488,"jeudi","cidre",300
115488,"vendredi","cidre",300
115488,"samedi","cidre",150
115488,"mercredi","cidre",150
115488,"dimanche","cidre",450
115488,"mardi","cidre",500
115488,"lundi","cidre",150
115490,"mercredi","biere",330
115490,"jeudi","biere",330
115490,"mardi","vin",100
115490,"dimanche","vin",240
115490,"lundi","vin",100
115490,"vendredi","vin",120
115490,"samedi","vin",150
115494,"mercredi","spirit",80
115494,"jeudi","vin",300
115494,"samedi","biere",390
115494,"mardi","vin",300
115494,"mercredi","biere",660
115494,"vendredi","spirit",80
115494,"mercredi","vin",300
115494,"dimanche","spirit",80
115494,"lundi","vin",300
115494,"jeudi","spirit",80
115494,"mardi","spirit",80
115494,"vendredi","vin",300
115494,"samedi","vin",250
115494,"samedi","spirit",80
115494,"lundi","spirit",80
115496,"jeudi","biere",150
115498,"mercredi","spirit",80
115498,"dimanche","spirit",50
115498,"samedi","spirit",50
115504,"mardi","vin",450
115504,"dimanche","vin",300
115504,"samedi","vin",600
115504,"jeudi","vin",150
115504,"vendredi","vin",450
115504,"mercredi","vin",450
115504,"lundi","vin",300
115504,"mardi","spirit",50
115519,"jeudi","cidre",330
115519,"vendredi","biere",250
115519,"dimanche","vin",150
115519,"mardi","vin",150
115519,"samedi","vin",120
115522,"mercredi","vin",120
115522,"lundi","cidre",100
115522,"mercredi","spirit",40
115522,"jeudi","vin",120
115522,"mardi","vin",120
115522,"lundi","vin",240
115522,"dimanche","vin",120
115522,"vendredi","vin",120
115524,"mercredi","vin",240
115524,"vendredi","vin",360
115524,"mardi","vin",240
115524,"jeudi","vin",240
115524,"samedi","vin",240
115524,"dimanche","vin",240
115524,"lundi","vin",240
115526,"samedi","spirit",40
115526,"samedi","vin",100
115527,"jeudi","vin",150
115527,"dimanche","vin",150
115527,"vendredi","vin",150
115527,"samedi","vin",150
115530,"vendredi","biere",330
115530,"jeudi","biere",330
115530,"jeudi","cocktail",120
115530,"samedi","vin",600
115530,"mercredi","biere",660
115530,"mercredi","vin",450
115530,"mercredi","cocktail",120
115530,"mercredi","spirit",40
115531,"jeudi","vin",100
115531,"vendredi","vin",200
115531,"samedi","vin",500
115531,"dimanche","cocktail",120
115531,"vendredi","biere",250
115531,"dimanche","vin",400
115531,"lundi","vin",100
115531,"mardi","vin",100
115533,"dimanche","biere",500
115533,"lundi","vin",300
115533,"samedi","spirit",40
115533,"lundi","biere",250
115533,"vendredi","vin",100
115533,"mardi","vin",240
115533,"mercredi","vin",120
115533,"mardi","cocktail",100
115533,"dimanche","vin",300
115533,"samedi","vin",400
115533,"mardi","biere",250
115533,"jeudi","biere",330
115533,"samedi","biere",330
115533,"jeudi","vin",300
115538,"samedi","cocktail",200
115538,"dimanche","vin",400
115538,"samedi","vin",600
115538,"dimanche","biere",250
115543,"jeudi","vin",150
115543,"mercredi","vin",450
115543,"mardi","vin",300
115543,"samedi","cocktail",240
115543,"lundi","cocktail",240
115543,"dimanche","vin",150
115543,"mercredi","cocktail",240
115543,"samedi","vin",150
115543,"vendredi","vin",150
115543,"lundi","vin",450
115547,"samedi","biere",250
115547,"vendredi","vin",500
115547,"dimanche","biere",1250
115547,"mercredi","cocktail",360
115547,"lundi","vin",500
115547,"samedi","vin",600
115547,"jeudi","vin",500
115547,"mardi","vin",500
115547,"mercredi","vin",500
115555,"mardi","biere",330
115555,"lundi","biere",330
115555,"jeudi","spirit",80
115555,"mardi","vin",250
115555,"jeudi","vin",500
115555,"mercredi","vin",250
115555,"mercredi","biere",330
115555,"dimanche","biere",330
115555,"samedi","biere",330
115556,"mardi","vin",100
115557,"samedi","spirit",40
115562,"jeudi","cocktail",240
115562,"vendredi","cocktail",120
115562,"vendredi","cidre",240
115562,"samedi","cocktail",120
115564,"jeudi","cocktail",60
115564,"dimanche","spirit",20
115564,"dimanche","vin",150
115564,"vendredi","vin",250
115566,"mardi","spirit",300
115566,"samedi","vin",300
115566,"mercredi","cocktail",400
115566,"vendredi","spirit",200
115566,"samedi","cocktail",200
115567,"vendredi","vin",780
115567,"dimanche","cocktail",100
115567,"jeudi","vin",480
115567,"samedi","vin",860
115567,"mercredi","vin",600
115567,"dimanche","spirit",50
115567,"mardi","vin",940
115567,"lundi","vin",675
115567,"dimanche","vin",450
115574,"samedi","cidre",600
115574,"vendredi","vin",420
115574,"vendredi","biere",495
115574,"jeudi","vin",600
115574,"lundi","cidre",450
115574,"jeudi","biere",495
115574,"lundi","vin",300
115574,"samedi","vin",600
115574,"mercredi","biere",495
115574,"dimanche","cidre",900
115581,"samedi","cocktail",120
115581,"lundi","cocktail",120
115581,"jeudi","vin",240
115581,"mercredi","vin",120
115581,"dimanche","cocktail",120
115581,"vendredi","vin",120
115581,"samedi","vin",180
115581,"lundi","vin",120
115581,"dimanche","vin",690
115581,"vendredi","cocktail",120
115581,"vendredi","biere",165
115603,"mardi","vin",100
115603,"lundi","vin",100
115603,"samedi","vin",100
115603,"vendredi","spirit",40
115603,"jeudi","vin",100
115603,"mercredi","vin",100
115603,"dimanche","vin",200
115629,"samedi","spirit",200
115629,"dimanche","spirit",150
115629,"mardi","vin",300
115629,"vendredi","vin",120
115629,"vendredi","spirit",40
115629,"samedi","vin",400
115629,"dimanche","vin",300
115637,"dimanche","spirit",30
115637,"dimanche","vin",250
115647,"dimanche","vin",250
115647,"samedi","vin",75
115647,"mardi","vin",50
115647,"jeudi","vin",100
115647,"mercredi","vin",100
115647,"lundi","vin",50
115647,"vendredi","vin",260
115656,"mardi","vin",100
115656,"mercredi","cocktail",120
115656,"mardi","spirit",80
115656,"dimanche","spirit",100
115656,"lundi","vin",100
115656,"samedi","vin",525
115656,"samedi","spirit",100
115656,"samedi","biere",580
115656,"lundi","biere",330
115656,"vendredi","spirit",50
115656,"jeudi","vin",100
115656,"dimanche","vin",500
115656,"mercredi","vin",200
115656,"jeudi","biere",250
115656,"jeudi","spirit",50
115656,"vendredi","biere",580
115660,"dimanche","vin",400
115663,"vendredi","spirit",80
115663,"mercredi","vin",450
115663,"lundi","vin",399
115663,"samedi","cocktail",240
115663,"mardi","vin",300
115663,"samedi","spirit",190
115663,"dimanche","vin",550
115663,"samedi","vin",600
115663,"vendredi","vin",800
115663,"jeudi","vin",450
115663,"dimanche","biere",250
115668,"dimanche","spirit",45
115668,"vendredi","vin",60
115668,"lundi","vin",60
115668,"jeudi","vin",120
115668,"samedi","vin",120
115668,"dimanche","vin",120
115668,"mardi","vin",120
115668,"mercredi","vin",60
115677,"samedi","vin",200
115677,"dimanche","vin",100
115677,"lundi","vin",200
115677,"jeudi","vin",100
115707,"dimanche","cocktail",300
115707,"dimanche","vin",100
115707,"samedi","cocktail",250
115707,"jeudi","vin",100
115707,"vendredi","cocktail",250
115713,"mercredi","vin",500
115713,"mercredi","spirit",40
115713,"vendredi","vin",300
115714,"samedi","cocktail",120
